회사명,소재지,대표업종,업종명,전화번호,팩스번호,종업원수,위도,경도
해뜨락영농조합법인 2공장,경상북도 영천시 청통면,10309,기타 과실채소 가공 및 저장 처리업,054-338-9081,054-338-9082,11,36.00912727,128.83399563
디제이플라텍,경상북도 영천시 대창면,22211,"플라스틱 선, 봉, 관 및 호스 제조업 외 5 종",054-338-9117,054-338-9118,5,35.88851007,128.88750399
(주)신영스틸 2공장,경상북도 영천시 청통면,25113,육상 금속 골조 구조재 제조업,054-338-9164,054-338-8941,6,36.00912727,128.83399563
경농산업,경상북도 영천시 청통면,29210,농업 및 임업용 기계 제조업 외 4 종,054-338-9200,054-338-4600,52,36.00912727,128.83399563
안성산업,경상북도 영천시 금호읍,30399,그 외 자동차용 신품 부품 제조업,054-338-9209,,12,35.92147076,128.90702383
주식회사 제이에이치메탈,경상북도 영천시 청통면,25111,"금속 문, 창, 셔터 및 관련제품 제조업",054-338-9394,054-338-9395,7,36.00912727,128.83399563
(주)태우산업,경상북도 영천시 청통면,25913,자동차용 금속 압형제품 제조업 외 1 종,054-338-9454,054-338-9480,9,36.00912727,128.83399563
주식회사 태화론,경상북도 영천시 대창면,21301,체외 진단 시약 제조업 외 1 종,054-338-9566,054-338-9565,12,35.88851007,128.88750399
(주)송천,경상북도 영천시 청통면,25943,금속 스프링 제조업,054-338-9600,054-338-6886,15,36.00912727,128.83399563
(주)케이에이치,경상북도 영천시 청통면,24123,철강선 제조업 외 2 종,054-338-9600,054-338-6886,19,36.00912727,128.83399563
(주)동주피앤지,경상북도 영천시 북안면,22299,그 외 기타 플라스틱 제품 제조업,054-338-9670,054-338-9675,39,35.91641673,129.03259025
(주)수창,경상북도 영천시 채신동,30320,자동차 차체용 신품 부품 제조업 외 2 종,054-338-9802,054-338-9803,15,35.91357661,128.95987383
별빛촌산삼배양영농조합법인,경상북도 영천시 도동,10899,그 외 기타 식료품 제조업,054-338-9933,054-338-9935,7,35.94163522,128.94027869
에스와이(주)영천지점,경상북도 영천시 대창면,25112,구조용 금속 판제품 및 공작물 제조업,054-338-9970,054-338-9973,11,35.88851007,128.88750399
동극중공업(주),경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,054-339-0097,054-337-0098,10,35.88851007,128.88750399
(주)에스앤티,경상북도 영천시 화산면,24132,강관 제조업 외 1 종,054-339-2300,054-339-2307,12,36.03702909,128.90251977
주식회사 한중엔시에스,경상북도 영천시 채신동,30399,그 외 자동차용 신품 부품 제조업 외 2 종,054-339-5100,,245,35.91357661,128.95987383
(주)오성기공,경상북도 영천시 임고면,28111,전동기 및 발전기 제조업 외 1 종,054-339-5800,054-333-7338,68,36.01669094,129.01587570
(주)오성기공,경상북도 영천시 임고면,28111,전동기 및 발전기 제조업 외 1 종,054-339-5800,054-333-7338,32,36.01669094,129.01587570
(주)성호테크,경상북도 영천시 채신동,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,054-351-0881,,38,35.91357661,128.95987383
(주)강원에스티,경상북도 영천시 채신동,30399,그 외 자동차용 신품 부품 제조업 외 1 종,054-354-3332,,10,35.91357661,128.95987383
(주)한백테크,경상북도 영천시 청통면,22223,플라스틱 창호 제조업,054-355-6205,054-335-6203,10,36.00912727,128.83399563
(주)에코그린필드,경상북도 영천시 고경면,22299,그 외 기타 플라스틱 제품 제조업,054-388-6111,054-338-6444,8,36.00623465,129.09179185
(주)대원엔비폴,경상북도 영천시 대창면,22251,폴리스티렌 발포 성형제품 제조업 외 1 종,054-462-0005,054-462-0006,11,35.88851007,128.88750399
(주)더블루,경상북도 영천시 금호읍,20312,복합비료 및 기타 화학비료 제조업,054-462-9006,054-462-9098,1,35.92147076,128.90702383
구미비닐,경상북도 영천시 오미동,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",054-482-0038,054-482-0039,3,36.01556744,128.94930142
골리앗,경상북도 영천시 조교동,29210,농업 및 임업용 기계 제조업,054-533-6544,054-533-6545,2,35.97669193,128.96573426
(주)프렌즈 도어,경상북도 영천시 금호읍,22223,플라스틱 창호 제조업 외 3 종,054-700-9398,054-700-9399,18,35.92147076,128.90702383
대양산업,경상북도 영천시 청통면,13922,어망 및 기타 끈 가공품 제조업,054-701-1300,054-701-1301,4,36.00912727,128.83399563
(주)대호스틸,경상북도 영천시 북안면,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 4 종",054-701-1552,054-701-1553,12,35.91641673,129.03259025
대연에스이(주),경상북도 영천시 화산면,25112,구조용 금속 판제품 및 공작물 제조업,054-701-1668,054-701-1669,5,36.03702909,128.90251977
주식회사 무궁글로벌,경상북도 영천시 고경면,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,054-701-2201,054-701-2202,11,36.00623465,129.09179185
신우레미콘아스콘(주),경상북도 영천시 고경면,23322,레미콘 제조업,054-701-2290,054-701-2294,20,36.00623465,129.09179185
주식회사 무계바이오 농업회사법인,경상북도 영천시 북안면,20313,유기질 비료 및 상토 제조업,054-701-2990,054-701-2999,5,35.91641673,129.03259025
주식회사 해솔,경상북도 영천시 채신동,25112,구조용 금속 판제품 및 공작물 제조업 외 4 종,054-706-2111,,27,35.91357661,128.95987383
(주)시알이노테크,경상북도 영천시 도남동,23211,정형 내화 요업제품 제조업,054-706-7014,054-706-7004,27,35.93673831,128.93883558
농업회사법인 주식회사 다누리,경상북도 영천시 금호읍,10601,떡류 제조업,054-706-7015,054-706-7016,7,35.92147076,128.90702383
우리손 푸드,경상북도 영천시 금호읍,10519,기타 곡물 가공품 제조업 외 1 종,054-706-7015,054-706-7016,5,35.92147076,128.90702383
(주)월드케이,경상북도 영천시 금호읍,25113,육상 금속 골조 구조재 제조업 외 1 종,054-706-7062,054-332-6301,5,35.92147076,128.90702383
(주)월드케이,경상북도 영천시 금호읍,25912,금속 단조제품 제조업 외 2 종,054-706-7062,054-335-1276,10,35.92147076,128.90702383
원신그레이팅,경상북도 영천시 대창면,16229,기타 건축용 나무제품 제조업 외 1 종,054-706-7220,054-706-7221,5,35.88851007,128.88750399
한국목재사업(주),경상북도 영천시 고경면,16299,그 외 기타 나무제품 제조업,054-706-7337,054-706-7338,7,36.00623465,129.09179185
대영정밀,경상북도 영천시 화산면,30399,그 외 자동차용 신품 부품 제조업,054-706-7444,070-7543-9424,7,36.03702909,128.90251977
덕산이앤지,경상북도 영천시 청통면,29299,그 외 기타 특수목적용 기계 제조업 외 1 종,054-706-7530,054-706-7531,5,36.00912727,128.83399563
(주)성연,경상북도 영천시 대창면,30331,자동차용 신품 동력전달장치 제조업,054-706-7676,054-706-7675,10,35.88851007,128.88750399
(주)제이엠,경상북도 영천시 대창면,30331,자동차용 신품 동력전달장치 제조업,054-706-7787,054-706-7797,15,35.88851007,128.88750399
(주)협신철강제2공장,경상북도 영천시 고경면,24122,냉간 압연 및 압출 제품 제조업,054-714-1155,070-4009-3333,27,36.00623465,129.09179185
(주)아다,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업,054-714-3577,,72,35.92147076,128.90702383
(주)에이치엔티,경상북도 영천시 금호읍,29176,액체 여과기 제조업 외 4 종,054-716-0008,054-716-0009,9,35.92147076,128.90702383
(주)온누리기계,경상북도 영천시 북안면,29210,농업 및 임업용 기계 제조업,054-716-0501,,7,35.91641673,129.03259025
(주)온누리기계,경상북도 영천시 대창면,29210,농업 및 임업용 기계 제조업 외 1 종,054-716-0501,054-716-0502,7,35.88851007,128.88750399
거양산업,경상북도 영천시 청통면,30399,그 외 자동차용 신품 부품 제조업 외 3 종,054-726-0014,054-335-9693,6,36.00912727,128.83399563
한백테크,경상북도 영천시 도남동,31114,선박 구성 부분품 제조업,054-726-0227,054-726-0028,4,35.93673831,128.93883558
(주)도광,경상북도 영천시 작산동,28111,전동기 및 발전기 제조업 외 2 종,054-726-0229,054-726-2209,7,35.94147280,128.95942179
아이에스,경상북도 영천시 북안면,25113,육상 금속 골조 구조재 제조업 외 3 종,054-726-1234,054-726-1235,35,35.91641673,129.03259025
(주)호남금속,경상북도 영천시 대창면,24311,선철주물 주조업,054-726-1241,054-726-1242,25,35.88851007,128.88750399
(주)태영필트레이션시스템,경상북도 영천시 북안면,29199,그 외 기타 일반목적용 기계 제조업 외 2 종,054-726-2103,070-4015-4737,4,35.91641673,129.03259025
주식회사 내츄럴엔,경상북도 영천시 금호읍,10897,건강기능식품 제조업 외 1 종,054-726-2206,054-726-2207,29,35.92147076,128.90702383
보경음향,경상북도 영천시 채신동,26529,기타 음향기기 제조업 외 1 종,054-726-2282,,10,35.91357661,128.95987383
(주)우영산업,경상북도 영천시 고경면,25112,구조용 금속 판제품 및 공작물 제조업 외 2 종,054-726-2880,054-338-2878,6,36.00623465,129.09179185
(주)스틸드림영천공장,경상북도 영천시 작산동,24199,그 외 기타 1차 철강 제조업,054-740-3500,054-774-5599,39,35.94147280,128.95942179
(주)정우,경상북도 영천시 금호읍,30320,자동차 차체용 신품 부품 제조업,054-745-6050,054-745-8050,6,35.92147076,128.90702383
케이유엠에이피(주),경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업,054-748-8890,054-748-8891,25,35.91641673,129.03259025
에이치테크(주),경상북도 영천시 채신동,29293,주형 및 금형 제조업,054-751-1168,054-751-1169,6,35.91357661,128.95987383
(주)영풍기계 영천공장,경상북도 영천시 북안면,30399,그 외 자동차용 신품 부품 제조업,054-773-4100,054-773-4101,45,35.91641673,129.03259025
(주)웅테크,경상북도 영천시 금호읍,29175,기체 여과기 제조업,054-927-1775,0505-5115-7398,9,35.92147076,128.90702383
하이이엔지(주),경상북도 영천시 채신동,28123,배전반 및 전기 자동제어반 제조업 외 2 종,054-927-2900,054-927-2901,4,35.91357661,128.95987383
상우물산(주),경상북도 영천시 고경면,13229,기타 직물제품 제조업,054-931-7544,054-933-7544,5,36.00623465,129.09179185
반정,경상북도 영천시 북안면,35114,태양력 발전업,054-971-4211,,0,35.91641673,129.03259025
(주)수엔테크,경상북도 영천시 도남동,20129,기타 기초 무기 화학물질 제조업,054-977-4561,054-976-4561,5,35.93673831,128.93883558
주식회사 엘에스지,경상북도 영천시 청통면,22199,그 외 기타 고무제품 제조업,055-233-3742,,7,36.00912727,128.83399563
(주)엠에이치정밀,경상북도 영천시 대창면,29272,디스플레이 제조용 기계 제조업 외 4 종,055-275-0200,070-8282-4747,6,35.88851007,128.88750399
한성에스앤아이 주식회사,경상북도 영천시 금호읍,28111,전동기 및 발전기 제조업,055-286-1061,055-286-1063,10,35.92147076,128.90702383
슈마케미아주식회사,경상북도 영천시 금호읍,20121,수소 제조업 외 1 종,055-375-1214,,9,35.92147076,128.90702383
대경,경상북도 영천시 신녕면,25113,육상 금속 골조 구조재 제조업,070-4187-7754,054-338-7754,3,36.07255316,128.80475302
농업회사법인 품 주식회사,경상북도 영천시 도남동,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),070-4211-3929,054-334-0466,42,35.93673831,128.93883558
(주)네오필드,경상북도 영천시 화남면,22299,그 외 기타 플라스틱 제품 제조업,070-4235-3505,070-4235-3506,6,36.11080064,128.86520597
(주)유성,경상북도 영천시 대창면,30399,그 외 자동차용 신품 부품 제조업,070-4334-0226,054-335-0719,74,35.88851007,128.88750399
(주)아이에스스틸,경상북도 영천시 대창면,25113,육상 금속 골조 구조재 제조업,070-4759-0299,070-7966-2299,15,35.88851007,128.88750399
(주)디엠씨 영천2공장,경상북도 영천시 도림동,30399,그 외 자동차용 신품 부품 제조업,070-4946-7300,054-336-2316,8,36.03338272,128.95378600
(주)디엠씨 영천공장,경상북도 영천시 언하동,30399,그 외 자동차용 신품 부품 제조업 외 3 종,070-4946-7300,054-336-2316,100,35.99327900,128.97433802
주식회사 데이웰즈,경상북도 영천시 봉동,10709,기타 식사용 가공처리 조리식품 제조업 외 1 종,070-5056-5436,0504-985-0962,20,35.93504793,128.96542779
(주)성진글로벌,경상북도 영천시 북안면,22223,플라스틱 창호 제조업,070-7608-0909,054-255-6385,10,35.91641673,129.03259025
(주)신진에코,경상북도 영천시 채신동,20203,혼성 및 재생 플라스틱 소재 물질 제조업,070-7612-3645,,15,35.91357661,128.95987383
대금환경개발,경상북도 영천시 고경면,25929,그 외 기타 금속가공업,070-7761-1067,054-336-7040,3,36.00623465,129.09179185
(주)정헌,경상북도 영천시 완산동,29150,"산업용 오븐, 노 및 노용 버너 제조업 외 1 종",070-8666-0583,070-7500-6636,0,35.96911289,128.97115183
농업회사법인(주)프레쉬벨,경상북도 영천시 금호읍,11209,기타 비알코올 음료 제조업 외 1 종,070-8670-9249,053-289-7765,12,35.92147076,128.90702383
락셀코리아,경상북도 영천시 오수동,29210,농업 및 임업용 기계 제조업 외 1 종,070-8691-0384,070-8299-0384,2,35.96292926,128.91220718
농업회사법인 주식회사 일농,경상북도 영천시 고경면,10309,기타 과실채소 가공 및 저장 처리업,070-8760-2169,054-0336-1089,4,36.00623465,129.09179185
경북햇살농원영농조합법인,경상북도 영천시 임고면,10309,기타 과실채소 가공 및 저장 처리업,070-8801-1135,054-333-1135,8,36.01669094,129.01587570
(주)길번,경상북도 영천시 언하동,10891,커피 가공업 외 1 종,070-8831-9811,0504-231-9835,2,35.99327900,128.97433802
가인텍스,경상북도 영천시 임고면,13104,연사 및 가공사 제조업,070-8833-4761,,5,36.01669094,129.01587570
주식회사 키움,경상북도 영천시 청통면,25112,구조용 금속 판제품 및 공작물 제조업,1533-3903,054-332-7829,6,36.00912727,128.83399563
대한ENG,경상북도 영천시 채신동,25112,구조용 금속 판제품 및 공작물 제조업 외 1 종,1588-3903,054-332-7829,10,35.91357661,128.95987383
