순번,단지명,회사명,대표자명,공장대표주소(지번),대표업종번호,업종명,전화번호,생산품,용지면적,건축면적,위도,경도
713,,삼형정밀,정동○,경상북도 영천시 도남동 340-1번지 외 1필지,25924,절삭가공 및 유사처리업,054-335-8398,기계부품,1082.9,586.72,,
714,,상지섬유,이종○,경상북도 영천시 임고면 덕연리 615번지,13104,연사 및 가공사 제조업,054-0337-1287,연사,1653,776,36.05294730,128.98431652
715,,상진특수판지(주),정웅○,경상북도 영천시 북안면 신리리 543-1번지,17909,그 외 기타 종이 및 판지 제품 제조업 외 1 종,,"크린매트,충진재 등 /  피기파우더",4574,1805.63,35.88670930,129.00766331
716,,새양연사,유해○,경상북도 영천시 청통면 보성리 542번지,13109,기타 방적업,054-0335-9208,폴리에스텔연사,1460,906.5,35.99379938,128.84603511
717,,서광산업,남헌○,경상북도 영천시 채신동 656-3번지,13219,특수 직물 및 기타 직물 직조업,054-337-9539,합성수지포대 및 천막지(타포린),2865,1142.32,35.90395152,128.95139992
718,,서광섬유,"황정○,천재○",경상북도 영천시 청통면 우천리 521번지,13104,연사 및 가공사 제조업,054-337-1906,연사,1493,824.88,35.98024891,128.86616667
719,,서광정경,하용○,경상북도 영천시 청통면 대평리 688-3번지,13104,연사 및 가공사 제조업,,폴리에스테르 정경,1551,830.92,35.96546765,128.86328881
720,,서광테크,유순○,경상북도 영천시 대창면 강회리 447번지,25924,절삭가공 및 유사처리업 외 4 종,,금속금형품,1104,400.8,35.89725511,128.88457809
721,,서우테크,장기○,경상북도 영천시 대창면 사리리 320-13,29293,주형 및 금형 제조업,,금형틀 반제품 가공품,1441,543,35.87916194,128.87797132
722,,서현중기,윤주○,경상북도 영천시 금호읍 남성리 144-9,34011,건설.광업용 기계 및 장비 수리업,,굴삭기 수리 (버켓 수리 외),2314,390,35.88978838,128.87354911
723,영천화산농공단지,서호전설(주),정지○,경상북도 영천시 화산면 유성리 200-16번지 주6동,28113,에너지 저장장치 제조업 외 7 종,054-331-3912,"분전반, 배전반, 자동기제어반, 계장제어장치, 접속반, 프로세스제어반, 영상감시장치, CCTV카메라 등",324,324,36.02168299,128.86014350
724,,서희창호,서경○,경상북도 영천시 청통면 신학리 7-3번지,22229,기타 건축용 플라스틱 조립제품 제조업 외 1 종,054-336-7171,"PVC창문및 문틀,알루미늄샷시문",4862,1700,35.99526893,128.83279965
725,,선화상사,황부○,경상북도 영천시 고경면 오류리 658-1,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,각종자동차 부속품,5050,1682.25,35.96259970,129.01436817
726,,성동산업,김정○,경상북도 영천시 금호읍 오계리 47-4번지,13219,특수 직물 및 기타 직물 직조업,,타포린캔버스직물,4161,1451,35.91411402,128.88802683
727,,성림기계공업사,임경○,경상북도 영천시 청통면 계포리 239-2번지,29299,그 외 기타 특수목적용 기계 제조업 외 1 종,054-336-0127,인조잔디 제조기계,972,398.43,35.99668715,128.81929692
728,,성림창호,김희○,경상북도 영천시 금호읍 원기리 1번지,25111,"금속 문, 창, 셔터 및 관련제품 제조업",054-336-1935,알미늄창호,2006,600.19,35.91572089,128.88380569
729,,성림첨단산업(주)영천공장,공군○,경상북도 영천시 채신동 629-3번지 (629-3) 외 3필지,25999,그 외 기타 분류 안된 금속 가공 제품 제조업 외 1 종,054-337-5165,"전기전자부품, 영구자석",4894,3642.28,35.91182732,128.94938612
730,,성심정밀(주),이두○,경상북도 영천시 청통면 신학리 520-6번지 외 8필지,30320,자동차 차체용 신품 부품 제조업 외 1 종,054-338-6988,자동차부품철판브라켓류,9321,3214.56,35.99590458,128.82261686
731,,성우산업,황영○,경상북도 영천시 대창면 사리리 430-3번지 외 3필지,22223,플라스틱 창호 제조업,,플라스틱 창호,3181,1235.4,,
732,,성윤산업(주),송형○,경상북도 영천시 오미동 996번지,20312,복합비료 및 기타 화학비료 제조업 외 1 종,054-331-8866,비료,4379,1095.07,35.99578968,128.92907882
733,,성일산업,홍성○,경상북도 영천시 금호읍 오계리 56-17번지,22299,그 외 기타 플라스틱 제품 제조업 외 2 종,054-333-9931,옷걸이,2748,2693.75,35.91499252,128.89106023
734,,성일산업,김미○,경상북도 영천시 대창면 사리리 300번지 외 2필지,17909,그 외 기타 종이 및 판지 제품 제조업,054-337-6680,원지(종이),1684,638.52,35.87773415,128.87534422
735,,성일이엔지,임태○,경상북도 영천시 청통면 우천리 산 214번지 외 1필지,25113,육상 금속 골조 구조재 제조업 외 1 종,054-337-0240,철강재구조물,5034,1104,35.98033256,128.86360872
736,,성일중자,강복○,경상북도 영천시 대창면 대창리 404-2번지,24329,기타 비철금속 주조업,054-336-5581,중자,3855,1612.13,35.88631386,128.89191385
737,,성지,손성○,경상북도 영천시 금호읍 오계리 87 외 1필지,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업",054-336-8995,목재 포장용 상자,4483,1998,35.91122898,128.88869342
738,,성하물류,윤석○,경상북도 영천시 청통면 신학리 30-1번지 외 1필지,25119,기타 구조용 금속제품 제조업,054-333-3056,"파레트,철구조물",9391,1718,35.99353907,128.83429971
739,,세강기업(주),이복○,경상북도 영천시 고경면 해선리 716-1번지,25122,금속탱크 및 저장용기 제조업 외 1 종,054-0338-3895,보일러 보조장치및부분품,1237,352.93,36.00247711,129.03495794
740,,세기,이정○,경상북도 영천시 작산동 238-1번지 외 2필지,30399,그 외 자동차용 신품 부품 제조업 외 3 종,,자동차부품,2679,688,35.93985266,128.94883756
741,,세명,도욱○,경상북도 영천시 금호읍 남성리 515-1 대구대학교 창업보육센터2호관 1114호,28422,일반용 전기 조명장치 제조업,,조명,,49.34,35.90181220,128.85653977
742,,세민산업,정새○,경상북도 영천시 화산면 연계리 556 외 1필지,22232,포장용 플라스틱 성형용기 제조업,054-338-8580,세제 포장용기,,960,36.02794860,128.83767149
743,,세신실업(주),이민○,경상북도 영천시 대창면 사리리 18번지,29192,분사기 및 소화기 제조업,053-583-2667,"소독기,분무기",3679,961.25,35.88528988,128.87347679
744,,세왕금속공업(주),이선○,경상북도 영천시 야사동 15번지 외 3필지,25991,금속 캔 및 기타 포장용기 제조업,054-333-4781,병마개,39503,15931.22,35.98432506,128.95039617
745,,세운산업,황순○,경상북도 영천시 금호읍 오계리 60번지 외 1필지,30331,자동차용 신품 동력전달장치 제조업 외 1 종,054-338-6051,"엔진, 밋션 베벨기어",759,331.96,35.91205230,128.88785649
746,,세운섬유공업사,이영○,경상북도 영천시 녹전동 451-1번지,13219,특수 직물 및 기타 직물 직조업,054-334-0166,화섬직물,2067,424.5,36.00446293,128.92042555
747,,세웅섬유,방종○,경상북도 영천시 청통면 송천리 5-5번지,13219,특수 직물 및 기타 직물 직조업,054-336-6679,화섬직물,2693,2255.03,35.96517677,128.82016894
748,,세진산업(주),전미○,경상북도 영천시 신녕면 신덕리 311-5번지,17221,종이 포대 및 가방 제조업,054-332-9426,과일재배용 봉지,1989,1600.14,36.03934495,128.80677061
749,,세진테크,손해○,경상북도 영천시 청통면 우천리 997-15 외 1필지,25111,"금속 문, 창, 셔터 및 관련제품 제조업 외 3 종",054-333-8654,"금속문, 행가도어, 플라스틱 창호, 철구조물",8681,2698,35.99036322,128.86179786
750,,세창산업,정진○,경상북도 영천시 청통면 송천리 761번지,22299,그 외 기타 플라스틱 제품 제조업,,플라스틱사출가공품,1851,498,35.97865974,128.80968924
751,,세창텍스,방재○,경상북도 영천시 대창면 사리리 524-8번지,13104,연사 및 가공사 제조업,054-336-7174,연사,1538,896.24,35.88053101,128.86393882
752,,세화케미칼,"박옥○,김순○",경상북도 영천시 망정동 8-8번지,22231,"플라스틱 포대, 봉투 및 유사제품 제조업",054-331-9702,PP마대,6177,4396.4,35.98569046,128.95861851
753,,세흥통상,이원○,경상북도 영천시 금호읍 냉천리 14번지,13104,연사 및 가공사 제조업,054-336-5686,연사,5564,1553.26,35.92061056,128.89471095
754,,셀베이바이오,이정○,경상북도 영천시 화산면 유성리 804 외 2필지,11209,기타 비알코올 음료 제조업,054-335-9811,"도투락 커피, 도투락 곤약젤리, 도투락 깔라만시 등",922,351,36.02471853,128.85679413
755,,소영섬유,김만○,경상북도 영천시 청통면 송천리 5-11,13223,커튼 및 유사제품 제조업,054-336-3560,커텐,1765,1171.93,35.96496283,128.82225192
756,,소영정경,박종○,경상북도 영천시 청통면 송천리 산 54-8번지,13104,연사 및 가공사 제조업,054-0336-3560,연사,766,510.1,35.96838629,128.82175832
757,,소통,양현○,경상북도 영천시 청통면 계포리 399-1번지,14199,그 외 기타 봉제의복 제조업,053-426-7766,"마스크, 천연염색디자인 봉제",1204,294.84,35.99422958,128.80932979
758,,송정산업,이정○,경상북도 영천시 고경면 삼포리 801-1번지,22212,플라스틱 필름 제조업 외 1 종,054-0336-1088,비닐제품,2424,865.02,36.00799625,129.09899275
759,,송호섬유,박준○,경상북도 영천시 금호읍 원기리 10번지,13104,연사 및 가공사 제조업,054-0334-4573,연사,7820,2447.2,35.91312659,128.88346798
760,,승리산업,안영○,경상북도 영천시 임고면 황강리 169-5번지 외 1필지,20203,혼성 및 재생 플라스틱 소재 물질 제조업,054-337-7289,"스텐레스파이프 굴절,재생？",3769,2170.96,36.02924201,128.99754688
761,,승리자원,하현○,경상북도 영천시 고경면 덕암리 7-2번지,38311,금속류 해체 및 선별업 외 3 종,054-337-8373,"철강,비철금속재생원료,종이,플라스틱재생",4270,258,35.99242485,129.08579800
762,,승원친환경기술,최윤○,경상북도 영천시 북안면 도천리 643번지 외 1필지,23325,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,,SM불럭,6335,1079.83,35.89390323,129.01399377
763,,승일제대(주),전미○,경상북도 영천시 신녕면 신덕리 310-1번지,17221,종이 포대 및 가방 제조업,,과일재배용봉지,3306,1433.84,36.03911575,128.80664637
764,,시온텍스,정용○,경상북도 영천시 망정동 11-7번지,13213,화학섬유직물 직조업,,원사,,937.1,35.98376154,128.95892908
765,,신동산석류비누,조진○,경상북도 영천시 신녕면 화성리 363-0번지,20422,"치약, 비누 및 기타 세제 제조업",054-336-4977,비누,800,334.4,36.04534795,128.79519658
766,,신명,황인○,경상북도 영천시 대창면 사리리 200-6번지,24321,알루미늄주물 주조업,,알미늄 합금괴,2211,1119,35.87312184,128.88202705
767,,신명,배영○,경상북도 영천시 청통면 송천리 642-2번지 외 1필지,17211,골판지 제조업 외 1 종,054-335-1226,골판지 상자,4092,1060,35.98095902,128.81210673
768,,신성물산(주),김원○,경상북도 영천시 도남동 347-3번지 외 5필지,20129,기타 기초 무기 화학물질 제조업,054-337-4143,"가성소다,황산,염화동,PK97",3645.8,827.4,35.92767594,128.93634925
769,,신성에프엔비(주)영천지사,최영○,경상북도 영천시 오미동 950,10309,기타 과실ㆍ채소 가공 및 저장 처리업,031-942-4142,고구마가공품,,631.8,35.99672504,128.92630134
770,,신영산업,김희○,경상북도 영천시 금호읍 오계리 46-15번지,25913,자동차용 금속 압형제품 제조업 외 1 종,,기계용 금속압형재,661,330,35.91696055,128.88620744
771,,신용ENG,허순○,경상북도 영천시 대창면 사리리 40-6번지,29293,주형 및 금형 제조업,,금성(성형용),2029,590,35.88393512,128.87407484
772,,신우레미콘아스콘(주),조재○,경상북도 영천시 고경면 대의리 604-8,23322,레미콘 제조업,054-701-2290,레미콘,4815,1322.78,35.97662894,128.98281801
773,,신우약초영농조합법인,임영○,경상북도 영천시 매산동 47-1,10309,기타 과실ㆍ채소 가공 및 저장 처리업,054-338-5677,약용작물 분말(하고초 분말 등),979,312.82,36.02772350,128.92354966
774,,신원유통가공,김현○,경상북도 영천시 신녕면 화성리 280번지,10129,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,,통닭 절단품,1000,200.8,36.04088157,128.79878277
775,,신일사,이영○,경상북도 영천시 대창면 사리리 449-1번지,15219,기타 신발 제조업 외 1 종,054-336-4607,플라스틱 신발,2070,666.2,35.88258542,128.87173358
776,,신일종합농기계,김경○,경상북도 영천시 청통면 치일리 310-0,29210,농업 및 임업용 기계 제조업,,분무기,1639,495.8,35.99082935,128.80205142
777,,신진산업포장,김태○,경상북도 영천시 대창면 사리리 40-3번지,17211,골판지 제조업 외 1 종,054-336-2828,골판지 상자,1848,563.2,35.88401712,128.87465506
778,,신청봉영농조합법인,김현○,경상북도 영천시 화남면 삼창리 951-2번지,10129,육류 기타 가공 및 저장처리업 (가금류 제외),054-332-0442,포장육,9807,1938,36.05632278,128.88399457
779,,신한일산업(주),박석○,경상북도 영천시 북안면 송포리 246-1번지,25932,일반철물 제조업 외 1 종,054-331-2136,"용접철망,프레타이 등",1921,496,35.94184692,128.98398601
780,,신한화섬(주),강동○,경상북도 영천시 망정동 8-11번지,13213,화학섬유직물 직조업 외 1 종,054-333-0661,"자카드직물, 자카드직물",20916,9887.53,35.98594382,128.95962050
781,,신흥농산,홍해○,경상북도 영천시 청통면 계지리 715 외 1필지,10309,기타 과실ㆍ채소 가공 및 저장 처리업,,절단마늘,2947,1591.98,36.01143454,128.80630708
782,,신흥텍스타일,박경○,경상북도 영천시 금호읍 삼호리 135 번지 외 2필지,13219,특수 직물 및 기타 직물 직조업,054-336-4352,견직물,4797,6713.52,35.91254846,128.87925128
783,,썬페이퍼주식회사,박민○,경상북도 영천시 대창면 사리리 산 29-3번지,17211,골판지 제조업 외 1 종,053-851-3583,골판지상자,5498,1607.04,,
